
0.42114591, 0.34839609, 0,
0.40240308, 0.32516662, 0,
0.37179838, 0.40781923, 0,
0.54029354, 0.45283229, 0,
0.47091538, 0.33238456, 0,
0.41980934, 0.412548  , 0,
0.04960726, 0.6229629 , 0,
0.39662563, 0.36501285, 0,
0.64110739, 0.39674834, 0,
0.54374056, 0.45044508, 0,
0.67170922, 0.33434098, 0,
0.6053772 , 0.37024758, 0,
0.6243064 , 0.26259128, 0,
0.2268799 , 0.44419058, 0,
0.1562884 , 0.49233052, 0,
0.51253808, 0.30214431, 0,
0.54739366, 0.34000405, 0,
0.38136863, 0.35853565, 0,
0.41889569, 0.43769952, 0,
0.48893833, 0.31788877, 0,
0.42773656, 0.37592381, 0,
0.47678977, 0.3828072 , 0,
0.18881071, 0.52715693, 0,
0.49427288, 0.44719391, 0,
0.40582003, 0.48850924, 0,
0.43065162, 0.4190034 , 0,
0.43642363, 0.39388075, 0,
0.35368791, 0.35676283, 0,
0.63072129, 0.33050497, 0,
0.42029593, 0.36787282, 0,
0.37428875, 0.46931825, 0,
0.46999931, 0.2897575 , 0,
0.        , 0.56674317, 0,
0.40485823, 0.36486554, 0,
0.83737082, 0.31176377, 0,
0.18867756, 0.56433394, 0,
0.24272035, 0.60892338, 0,
0.5312476 , 0.42409123, 0,
0.37078544, 0.47117329, 0,
0.69489228, 0.23816855, 0,
0.49120849, 0.42580412, 0,
0.56897979, 0.37421481, 0,
0.29420087, 0.36338539, 0,
0.2252581 , 0.41240369, 0,
0.53291002, 0.34042899, 0,
0.40513367, 0.40495471, 0,
0.4441499 , 0.40698584, 0,
0.10917123, 0.47006187, 0,
0.35183858, 0.42139893, 0,
0.66433681, 0.39222179, 0,
0.6904177 , 0.20279612, 0,
0.35341358, 0.42685694, 0,
0.38327492, 0.48973498, 0,
0.55637378, 0.31075528, 0,
0.32975384, 0.41717225, 0,
0.58990883, 0.25355827, 0,
0.21065013, 0.43858628, 0,
0.44051576, 0.28891622, 0,
0.14878882, 0.57588995, 0,
0.62175437, 0.3938375 , 0,
0.55240772, 0.37086821, 0,
0.30945867, 0.47167967, 0,
0.19886999, 0.44912045, 0,
0.47883137, 0.33087972, 0,
0.30211955, 0.40863502, 0,
0.22684201, 0.43966232, 0,
0.53137101, 0.3748333 , 0,
0.26164172, 0.48878538, 0,
0.25020081, 0.42240589, 0,
0.58291083, 0.3669959 , 0,
0.48468791, 0.41535781, 0,
0.41256377, 0.42263761, 0,
0.45467756, 0.42950702, 0,
0.40602838, 0.39571616, 0,
0.79984632, 0.18998917, 0,
0.25459446, 0.3910183 , 0,
0.43090328, 0.36639797, 0,
0.57806891, 0.36294057, 0,
0.36558891, 0.43068512, 0,
0.69551623, 0.37913769, 0,
0.3903422 , 0.42626884, 0,
0.37196064, 0.35950026, 0,
0.3168526 , 0.46003235, 0,
0.59581487, 0.42211841, 0,
0.30780603, 0.45848567, 0,
0.41129924, 0.38042143, 0,
0.17960989, 0.46748709, 0,
0.51216073, 0.32101687, 0,
0.63663498, 0.29122778, 0,
0.60189471, 0.32893791, 0,
0.4028842 , 0.36044893, 0,
0.41341324, 0.39703748, 0,
0.37631856, 0.35338244, 0,
0.31737089, 0.43944154, 0,
0.36428418, 0.41563461, 0,
0.55633775, 0.40052277, 0,
0.49207367, 0.35242097, 0,
0.5284604 , 0.49815484, 0,
0.23201713, 0.46489385, 0,
0.35175227, 0.39739285, 0,
0.22432915, 0.42811462, 0,
0.62006698, 0.39940616, 0,
0.26374315, 0.3509385 , 0,
0.70740757, 0.28014362, 0,
0.4345068 , 0.38831873, 0,
0.14943998, 0.52605444, 0,
0.39870818, 0.39043709, 0,
0.35454198, 0.44316015, 0,
0.33715763, 0.40499064, 0,
0.36795982, 0.48771956, 0,
0.61464664, 0.29173799, 0,
0.38820648, 0.50582977, 0,
0.49161039, 0.32997848, 0,
0.34103454, 0.53166366, 
0.344514,  0.4455905, 0,
0.52780315, 0.31947899, 0,
0.55874549, 0.29348661, 0,
0.29743708, 0.50016142, 0,
0.31660207, 0.48473905, 0,
0.31850479, 0.50094621, 0,
0.28994571, 0.42245883, 0,
0.38122882, 0.44265961, 0,
0.09225069, 0.47580646, 0,
0.53061455, 0.3292256 , 0,
0.44191684, 0.50561943, 0,
0.66886355, 0.58570871, 1,
0.61153308, 0.60403384, 1,
0.48224027, 0.62321528, 1,
0.74221793, 0.52287281, 1,
0.71450961, 0.60544011, 1,
0.64562234, 0.65087218, 1,
0.5698541 , 0.62410334, 1,
0.71647564, 0.75738144, 1,
0.56560869, 0.61517734, 1,
0.77477066, 0.68398982, 1,
0.83700722, 0.70121348, 1,
0.56709864, 0.6101443 , 1,
0.8297882 , 0.57880385, 1,
0.83631143, 0.55713324, 1,
0.24328139, 0.80386991, 1,
0.84773932, 0.57117017, 1,
0.79246783, 0.59210206, 1,
0.41140216, 0.80702784, 1,
0.82616657, 0.60759285, 1,
0.70749835, 0.63976782, 1,
0.66611772, 0.61426874, 1,
0.8427202 , 0.65145912, 1,
0.85397247, 0.57335142, 1,
0.57551143, 0.62123232, 1,
0.7254559 , 0.59731254, 1,
0.70082475, 0.57692784, 1,
0.57921274, 0.64221125, 1,
0.88534328, 0.59453504, 1,
0.70794243, 0.59354679, 1,
0.61601104, 0.66909287, 1,
0.35372336, 0.68184929, 1,
0.78248847, 0.69973916, 1,
0.86875895, 0.57753321, 1,
0.66822878, 0.64307294, 1,
0.9958348 , 0.50440524, 1,
0.59161569, 0.61951738, 1,
0.59909796, 0.59820474, 1,
0.6002823 , 0.70870429, 1,
0.67615701, 0.65957895, 1,
0.2085308 , 0.75427036, 1,
0.3793426 , 0.78989894, 1,
0.46284443, 0.71146846, 1,
0.67322594, 0.57584667, 1,
0.42150788, 0.66145572, 1,
0.58540959, 0.69365744, 1,
0.60288289, 0.61338261, 1,
0.68985431, 0.58562598, 1,
0.70100824, 0.4672945 , 1,
0.78072546, 0.59938111, 1,
0.90625089, 0.46624215, 1,
0.70091067, 0.63907674, 1,
0.68754323, 0.72534763, 1,
0.35534638, 0.76932132, 1,
0.87946933, 0.57367478, 1,
0.88297349, 0.54668708, 1,
0.76824956, 0.65310667, 1,
0.71265936, 0.61241696, 1,
0.63700479, 0.65232738, 1,
0.54854759, 0.76428889, 1,
0.84492001, 0.57702409, 1,
0.575665  , 0.50285782, 1,
0.52707696, 0.64211723, 1,
0.72092471, 0.55526476, 1,
0.79951523, 0.52739806, 1,
0.7486811 , 0.66527467, 1,
0.72833457, 0.57768088, 1,
0.6791476 , 0.61700601, 1,
0.48120166, 0.74025623, 1,
0.54671454, 0.62460249, 1,
0.62292362, 0.58377883, 1,
0.47116541, 0.66087077, 1,
0.55419527, 0.66224326, 1,
0.69468985, 0.55244614, 1,
0.59506373, 0.60730286, 1,
0.62780929, 0.61148593, 1,
0.54030548, 0.63123722, 1,
0.67920142, 0.66216899, 1,
0.69642213, 0.66926963, 1,
0.81917517, 0.64593317, 1,
0.62013823, 0.70787468, 1,
0.72547101, 0.64044269, 1,
0.4374424 , 0.68588757, 1,
0.47041749, 0.73665679, 1,
0.92439975, 0.59243934, 1,
0.74624091, 0.59399627, 1,
0.56332369, 0.68684868, 1,
0.31358882, 0.74177214, 1,
0.37658552, 0.68894184, 1,
0.72620423, 0.55404552, 1,
0.62601421, 0.5492714 , 1,
0.56078967, 0.55144342, 1,
0.59860667, 0.65946379, 1,
0.63044192, 0.56270131, 1,
0.39136523, 0.71566165, 1,
0.59978781, 0.77376091, 1,
0.69969747, 0.63398134, 1,
0.6985274 , 0.66327686, 1,
0.55170118, 0.64305183, 1,
0.74589619, 0.65207088, 1,
0.66286845, 0.62698423, 1,
0.77958573, 0.54168537, 1,
0.40250691, 0.70879744, 1,
0.70472659, 0.58645289, 1,
0.39024204, 0.6569999 , 1,
0.73643079, 0.63990442, 1,
0.68925692, 0.68702472, 1,
0.75102079, 0.71453632, 1,
0.70505733, 0.5941027 , 1,
0.53634633, 0.69994717, 1,
0.70337788, 0.55616859, 1,
0.67547643, 0.7136325 , 1,
0.50511632, 0.75741767, 1,
1.        , 0.47855975, 1,
0.66554691, 0.5756619 , 1,
0.54798199, 0.57493049, 1,
0.75550592, 0.65721136, 1,
0.54785932, 0.66877708, 1,
0.58582741, 0.72411187, 1,
0.60182951, 0.68049872, 1,
0.37800747, 0.79362788, 1,
0.37770088, 0.71094293, 1,
0.59957316, 0.74803265, 1,
0.72939455, 0.53760825, 1,
0.51736617, 0.79171702, 1,
0.51592072, 0.66728492, 1,
